anomaly_id,date,entity,metric,method,expected_value,actual_value,anomaly_score,severity
inventory_change|Z-Score|Ajman Distribution Center|2015-11-12 00:00:00|314,2015-11-12,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1656.0,5.276594157475506,High
inventory_change|Z-Score|Ajman Distribution Center|2017-02-10 00:00:00|770,2017-02-10,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1656.0,5.276594157475506,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2017-02-15 00:00:00|775,2017-02-15,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1261.0,5.251770926529294,High
inventory_change|IQR|Dubai Distribution Center|2015-11-30 00:00:00|332,2015-11-30,Dubai Distribution Center,inventory_change,IQR,-84.0,718.0,5.25,High
inventory_change|Z-Score|Ajman Distribution Center|2016-06-03 00:00:00|518,2016-06-03,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1646.0,5.244748669390532,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2016-06-13 00:00:00|528,2016-06-13,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1258.0,5.239284167905508,High
inventory_change|Z-Score|Ajman Distribution Center|2017-08-07 00:00:00|948,2017-08-07,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1644.0,5.238379571773537,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2016-02-20 00:00:00|412,2016-02-20,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,26.0,5.235512193438677,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2016-03-23 00:00:00|444,2016-03-23,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,26.0,5.235512193438677,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2016-06-09 00:00:00|522,2016-06-09,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,26.0,5.235512193438677,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2015-10-31 00:00:00|300,2015-10-31,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,26.0,5.235512193438677,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2016-09-12 00:00:00|617,2016-09-12,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,26.0,5.235512193438677,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2015-09-13 00:00:00|252,2015-09-13,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,26.0,5.235512193438677,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2015-02-11 00:00:00|38,2015-02-11,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,26.0,5.235512193438677,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2017-03-22 00:00:00|808,2017-03-22,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,26.0,5.235512193438677,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2015-01-14 00:00:00|10,2015-01-14,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,26.0,5.235512193438677,High
inventory_change|Z-Score|Sharjah Distribution Center|2015-03-17 00:00:00|74,2015-03-17,Sharjah Distribution Center,inventory_change,Z-Score,-0.4535928143712575,754.0,5.23410739010305,High
inventory_change|IQR|Sharjah Distribution Center|2016-02-03 00:00:00|397,2016-02-03,Sharjah Distribution Center,inventory_change,IQR,-35.0,297.0,5.233333333333333,High
inventory_change|IQR|Sharjah Distribution Center|2016-09-30 00:00:00|637,2016-09-30,Sharjah Distribution Center,inventory_change,IQR,-35.0,297.0,5.233333333333333,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2017-10-03 00:00:00|1005,2017-10-03,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,-1258.0,5.232944064576289,High
inventory_change|Z-Score|Ajman Distribution Center|2015-05-23 00:00:00|141,2015-05-23,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1642.0,5.232010474156542,High
inventory_change|Z-Score|Ajman Distribution Center|2016-08-18 00:00:00|594,2016-08-18,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1642.0,5.232010474156542,High
inventory_change|Z-Score|Ajman Distribution Center|2015-07-12 00:00:00|191,2015-07-12,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1641.0,5.228825925348045,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2017-05-06 00:00:00|855,2017-05-06,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1255.0,5.226797409281722,High
inventory_change|IQR|Dubai Distribution Center|2015-03-01 00:00:00|58,2015-03-01,Dubai Distribution Center,inventory_change,IQR,-84.0,714.0,5.212962962962963,High
inventory_change|Z-Score|Ajman Distribution Center|2015-06-18 00:00:00|167,2015-06-18,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1636.0,5.212903181305557,High
inventory_change|Z-Score|Ajman Distribution Center|2016-07-23 00:00:00|568,2016-07-23,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1636.0,5.212903181305557,High
inventory_change|IQR|Sharjah Distribution Center|2016-11-27 00:00:00|695,2016-11-27,Sharjah Distribution Center,inventory_change,IQR,-35.0,296.0,5.211111111111111,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2017-07-28 00:00:00|938,2017-07-28,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1250.0,5.205986144908746,High
inventory_change|IQR|Dubai Distribution Center|2017-03-22 00:00:00|810,2017-03-22,Dubai Distribution Center,inventory_change,IQR,-84.0,713.0,5.203703703703703,High
inventory_change|Z-Score|Ajman Distribution Center|2016-05-09 00:00:00|493,2016-05-09,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1632.0,5.2001649860715675,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2016-03-20 00:00:00|443,2016-03-20,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1248.0,5.197661639159555,High
inventory_change|Z-Score|Ajman Distribution Center|2015-04-01 00:00:00|89,2015-04-01,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1629.0,5.190611339646075,High
inventory_change|IQR|Sharjah Distribution Center|2015-10-08 00:00:00|279,2015-10-08,Sharjah Distribution Center,inventory_change,IQR,-35.0,295.0,5.188888888888889,High
inventory_change|Z-Score|Ajman Distribution Center|2016-12-21 00:00:00|719,2016-12-21,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1628.0,5.187426790837578,High
inventory_change|Z-Score|Ajman Distribution Center|2016-04-14 00:00:00|468,2016-04-14,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1628.0,5.187426790837578,High
inventory_change|Z-Score|Ajman Distribution Center|2016-06-28 00:00:00|543,2016-06-28,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1627.0,5.184242242029081,High
inventory_change|Z-Score|Ajman Distribution Center|2017-03-07 00:00:00|795,2017-03-07,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1623.0,5.171504046795091,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2015-11-08 00:00:00|310,2015-11-08,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1241.0,5.168525869037388,High
inventory_change|IQR|Dubai Distribution Center|2015-04-19 00:00:00|107,2015-04-19,Dubai Distribution Center,inventory_change,IQR,-84.0,709.0,5.166666666666667,High
inventory_change|IQR|Sharjah Distribution Center|2016-07-31 00:00:00|576,2016-07-31,Sharjah Distribution Center,inventory_change,IQR,-35.0,294.0,5.166666666666667,High
inventory_change|Z-Score|Ajman Distribution Center|2016-01-03 00:00:00|366,2016-01-03,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1620.0,5.161950400369598,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2016-02-22 00:00:00|416,2016-02-22,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1238.0,5.156039110413602,High
inventory_change|Z-Score|Ajman Distribution Center|2017-01-16 00:00:00|745,2017-01-16,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1618.0,5.155581302752603,High
inventory_change|Z-Score|Ajman Distribution Center|2016-09-12 00:00:00|619,2016-09-12,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1615.0,5.146027656327111,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2017-07-02 00:00:00|912,2017-07-02,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1232.0,5.13106559316603,High
inventory_change|Z-Score|Ajman Distribution Center|2015-10-17 00:00:00|288,2015-10-17,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1608.0,5.123735814667629,High
inventory_change|Z-Score|Ajman Distribution Center|2015-08-30 00:00:00|240,2015-08-30,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1608.0,5.123735814667629,High
inventory_change|IQR|Dubai Distribution Center|2017-02-26 00:00:00|786,2017-02-26,Dubai Distribution Center,inventory_change,IQR,-84.0,704.0,5.12037037037037,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2016-11-25 00:00:00|693,2016-11-25,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1229.0,5.1185788345422445,High
inventory_change|Z-Score|Ajman Distribution Center|2015-02-09 00:00:00|38,2015-02-09,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1605.0,5.114182168242137,High
inventory_change|Z-Score|Sharjah Distribution Center|2016-03-30 00:00:00|453,2016-03-30,Sharjah Distribution Center,inventory_change,Z-Score,-0.4535928143712575,736.0,5.109230348070015,High
inventory_change|Z-Score|Ajman Distribution Center|2015-08-06 00:00:00|216,2015-08-06,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1603.0,5.107813070625142,High
inventory_change|Z-Score|Sharjah Distribution Center|2017-04-17 00:00:00|836,2017-04-17,Sharjah Distribution Center,inventory_change,Z-Score,-0.4535928143712575,735.0,5.102292734623735,High
inventory_change|IQR|Dubai Distribution Center|2016-05-19 00:00:00|503,2016-05-19,Dubai Distribution Center,inventory_change,IQR,-84.0,702.0,5.101851851851852,High
inventory_change|Z-Score|Sharjah Distribution Center|2016-11-25 00:00:00|693,2016-11-25,Sharjah Distribution Center,inventory_change,Z-Score,-0.4535928143712575,734.0,5.095355121177455,High
inventory_change|Z-Score|Ajman Distribution Center|2016-11-28 00:00:00|696,2016-11-28,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1599.0,5.095074875391152,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2015-09-16 00:00:00|257,2015-09-16,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1221.0,5.0852808115454815,High
inventory_change|Z-Score|Ajman Distribution Center|2015-01-16 00:00:00|14,2015-01-16,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1595.0,5.082336680157162,High
inventory_change|Z-Score|Sharjah Distribution Center|2015-08-29 00:00:00|239,2015-08-29,Sharjah Distribution Center,inventory_change,Z-Score,-0.4535928143712575,731.0,5.074542280838616,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2016-10-04 00:00:00|641,2016-10-04,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1217.0,5.0686318000471005,High
inventory_change|IQR|Sharjah Distribution Center|2015-12-04 00:00:00|336,2015-12-04,Sharjah Distribution Center,inventory_change,IQR,-35.0,289.0,5.055555555555555,High
inventory_change|Z-Score|Ajman Distribution Center|2017-03-31 00:00:00|819,2017-03-31,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1585.0,5.050491192072188,High
inventory_change|Z-Score|Sharjah Distribution Center|2015-02-24 00:00:00|53,2015-02-24,Sharjah Distribution Center,inventory_change,Z-Score,-0.4535928143712575,727.0,5.046791827053497,High
inventory_change|Z-Score|Ajman Distribution Center|2016-03-21 00:00:00|444,2016-03-21,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1580.0,5.034568448029701,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2015-04-30 00:00:00|116,2015-04-30,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,25.0,5.03421624640749,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2015-06-15 00:00:00|162,2015-06-15,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,25.0,5.03421624640749,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2015-07-24 00:00:00|201,2015-07-24,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,25.0,5.03421624640749,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2015-08-12 00:00:00|220,2015-08-12,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,25.0,5.03421624640749,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2016-05-25 00:00:00|507,2016-05-25,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,25.0,5.03421624640749,High
inventory_change|Z-Score|Sharjah Distribution Center|2017-05-31 00:00:00|880,2017-05-31,Sharjah Distribution Center,inventory_change,Z-Score,-0.4535928143712575,725.0,5.032916600160937,High
inventory_change|Z-Score|Ajman Distribution Center|2015-09-23 00:00:00|264,2015-09-23,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1578.0,5.028199350412706,High
inventory_change|Z-Score|Sharjah Distribution Center|2017-02-02 00:00:00|762,2017-02-02,Sharjah Distribution Center,inventory_change,Z-Score,-0.4535928143712575,723.0,5.019041373268378,High
inventory_change|Z-Score|Sharjah Distribution Center|2015-09-22 00:00:00|263,2015-09-22,Sharjah Distribution Center,inventory_change,Z-Score,-0.4535928143712575,722.0,5.012103759822098,High
daily_sales|IQR|Network|2017-12-23 00:00:00|1087,2017-12-23,Network,daily_sales,IQR,122569.795,321495.93,5.0040780684398465,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2017-08-06 00:00:00|945,2017-08-06,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,13.0,5.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2018-05-21 00:00:00|1233,2018-05-21,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,13.0,5.0,High
inventory_change|IQR|Sharjah Distribution Center|2015-03-20 00:00:00|77,2015-03-20,Sharjah Distribution Center,inventory_change,IQR,-35.0,285.0,4.966666666666667,High
inventory_change|IQR|Sharjah Distribution Center|2015-08-11 00:00:00|221,2015-08-11,Sharjah Distribution Center,inventory_change,IQR,-35.0,285.0,4.966666666666667,High
inventory_change|IQR|Sharjah Distribution Center|2017-01-25 00:00:00|754,2017-01-25,Sharjah Distribution Center,inventory_change,IQR,-35.0,284.0,4.944444444444445,High
inventory_change|IQR|Dubai Distribution Center|2015-09-23 00:00:00|264,2015-09-23,Dubai Distribution Center,inventory_change,IQR,-84.0,685.0,4.944444444444445,High
inventory_change|IQR|Sharjah Distribution Center|2015-02-19 00:00:00|48,2015-02-19,Sharjah Distribution Center,inventory_change,IQR,-35.0,282.0,4.9,High
inventory_change|IQR|Dubai Distribution Center|2015-12-22 00:00:00|354,2015-12-22,Dubai Distribution Center,inventory_change,IQR,-84.0,676.0,4.861111111111111,High
inventory_change|IQR|Sharjah Distribution Center|2015-04-18 00:00:00|106,2015-04-18,Sharjah Distribution Center,inventory_change,IQR,-35.0,276.0,4.766666666666667,High
inventory_change|IQR|Sharjah Distribution Center|2016-07-01 00:00:00|546,2016-07-01,Sharjah Distribution Center,inventory_change,IQR,-35.0,274.0,4.722222222222222,High
inventory_change|IQR|Sharjah Distribution Center|2016-06-02 00:00:00|517,2016-06-02,Sharjah Distribution Center,inventory_change,IQR,-35.0,273.0,4.7,High
inventory_change|IQR|Sharjah Distribution Center|2016-12-26 00:00:00|724,2016-12-26,Sharjah Distribution Center,inventory_change,IQR,-35.0,271.0,4.655555555555556,High
inventory_change|IQR|Sharjah Distribution Center|2017-05-16 00:00:00|865,2017-05-16,Sharjah Distribution Center,inventory_change,IQR,-35.0,271.0,4.655555555555556,High
inventory_change|IQR|Sharjah Distribution Center|2016-08-30 00:00:00|606,2016-08-30,Sharjah Distribution Center,inventory_change,IQR,-35.0,270.0,4.633333333333334,High
inventory_change|IQR|Sharjah Distribution Center|2015-01-20 00:00:00|18,2015-01-20,Sharjah Distribution Center,inventory_change,IQR,-35.0,268.0,4.588888888888889,High
inventory_change|IQR|Sharjah Distribution Center|2016-01-05 00:00:00|368,2016-01-05,Sharjah Distribution Center,inventory_change,IQR,-35.0,268.0,4.588888888888889,High
inventory_change|IQR|Sharjah Distribution Center|2015-05-18 00:00:00|136,2015-05-18,Sharjah Distribution Center,inventory_change,IQR,-35.0,267.0,4.566666666666666,High
inventory_change|IQR|Sharjah Distribution Center|2017-02-23 00:00:00|783,2017-02-23,Sharjah Distribution Center,inventory_change,IQR,-35.0,267.0,4.566666666666666,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2018-08-07 00:00:00|1311,2018-08-07,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,-14.0,4.5,High
inventory_change|IQR|Sharjah Distribution Center|2017-07-13 00:00:00|923,2017-07-13,Sharjah Distribution Center,inventory_change,IQR,-35.0,264.0,4.5,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2018-03-23 00:00:00|1174,2018-03-23,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,12.0,4.5,High
inventory_change|IQR|Sharjah Distribution Center|2016-04-03 00:00:00|457,2016-04-03,Sharjah Distribution Center,inventory_change,IQR,-35.0,263.0,4.477777777777778,High
inventory_change|IQR|Abu Dhabi Distribution Center|2015-03-11 00:00:00|68,2015-03-11,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,414.0,4.381533101045296,High
inventory_change|IQR|Sharjah Distribution Center|2017-03-22 00:00:00|810,2017-03-22,Sharjah Distribution Center,inventory_change,IQR,-35.0,257.0,4.344444444444444,High
inventory_change|IQR|Sharjah Distribution Center|2017-10-26 00:00:00|1028,2017-10-26,Sharjah Distribution Center,inventory_change,IQR,-35.0,254.0,4.277777777777778,High
inventory_change|IQR|Sharjah Distribution Center|2017-08-11 00:00:00|952,2017-08-11,Sharjah Distribution Center,inventory_change,IQR,-35.0,253.0,4.2555555555555555,High
inventory_change|IQR|Abu Dhabi Distribution Center|2016-10-02 00:00:00|639,2016-10-02,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,404.0,4.2421602787456445,High
inventory_change|IQR|Abu Dhabi Distribution Center|2016-11-22 00:00:00|690,2016-11-22,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,404.0,4.2421602787456445,High
inventory_change|IQR|Abu Dhabi Distribution Center|2016-09-06 00:00:00|613,2016-09-06,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,404.0,4.2421602787456445,High
inventory_change|IQR|Ajman Distribution Center|2016-12-20 00:00:00|718,2016-12-20,Ajman Distribution Center,inventory_change,IQR,-79.5,536.0,4.1947368421052635,High
inventory_change|IQR|Sharjah Distribution Center|2015-11-05 00:00:00|307,2015-11-05,Sharjah Distribution Center,inventory_change,IQR,-35.0,249.0,4.166666666666667,High
inventory_change|IQR|Sharjah Distribution Center|2015-07-14 00:00:00|193,2015-07-14,Sharjah Distribution Center,inventory_change,IQR,-35.0,249.0,4.166666666666667,High
inventory_change|IQR|Sharjah Distribution Center|2017-06-14 00:00:00|894,2017-06-14,Sharjah Distribution Center,inventory_change,IQR,-35.0,248.0,4.144444444444445,High
inventory_change|IQR|Abu Dhabi Distribution Center|2017-09-28 00:00:00|1000,2017-09-28,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,388.0,4.019163763066202,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2018-04-06 00:00:00|1188,2018-04-06,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,11.0,4.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2017-12-15 00:00:00|1076,2017-12-15,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,11.0,4.0,High
inventory_change|IQR|Abu Dhabi Distribution Center|2015-06-24 00:00:00|173,2015-06-24,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,384.0,3.9634146341463414,High
inventory_change|IQR|Abu Dhabi Distribution Center|2017-06-16 00:00:00|896,2017-06-16,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,383.0,3.9494773519163764,High
inventory_change|IQR|Abu Dhabi Distribution Center|2015-10-08 00:00:00|279,2015-10-08,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,381.0,3.921602787456446,High
inventory_change|IQR|Sharjah Distribution Center|2017-09-10 00:00:00|982,2017-09-10,Sharjah Distribution Center,inventory_change,IQR,-35.0,236.0,3.8777777777777778,High
inventory_change|IQR|Abu Dhabi Distribution Center|2015-07-18 00:00:00|197,2015-07-18,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,375.0,3.837979094076655,High
inventory_change|IQR|Abu Dhabi Distribution Center|2017-08-07 00:00:00|948,2017-08-07,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,373.0,3.8101045296167246,High
inventory_change|IQR|Ajman Distribution Center|2015-02-08 00:00:00|37,2015-02-08,Ajman Distribution Center,inventory_change,IQR,-79.5,499.0,3.805263157894737,High
inventory_change|IQR|Ajman Distribution Center|2017-09-01 00:00:00|973,2017-09-01,Ajman Distribution Center,inventory_change,IQR,-79.5,499.0,3.805263157894737,High
inventory_change|IQR|Sharjah Distribution Center|2015-06-16 00:00:00|165,2015-06-16,Sharjah Distribution Center,inventory_change,IQR,-35.0,231.0,3.7666666666666666,High
inventory_change|IQR|Abu Dhabi Distribution Center|2016-10-28 00:00:00|665,2016-10-28,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,366.0,3.7125435540069684,High
inventory_change|IQR|Ajman Distribution Center|2016-02-22 00:00:00|416,2016-02-22,Ajman Distribution Center,inventory_change,IQR,-79.5,481.0,3.6157894736842104,High
inventory_change|IQR|Abu Dhabi Distribution Center|2015-04-07 00:00:00|95,2015-04-07,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,354.0,3.5452961672473866,High
inventory_change|IQR|Abu Dhabi Distribution Center|2016-05-24 00:00:00|508,2016-05-24,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,351.0,3.5034843205574915,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2015-03-01 00:00:00|56,2015-03-01,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,-12.0,3.5,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2017-07-29 00:00:00|937,2017-07-29,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,10.0,3.5,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2015-11-08 00:00:00|308,2015-11-08,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,-12.0,3.5,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2017-08-20 00:00:00|959,2017-08-20,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,10.0,3.5,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2016-06-02 00:00:00|515,2016-06-02,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,-12.0,3.5,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2018-04-14 00:00:00|1196,2018-04-14,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,10.0,3.5,High
inventory_change|IQR|Abu Dhabi Distribution Center|2015-11-28 00:00:00|330,2015-11-28,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,350.0,3.489547038327526,High
inventory_change|IQR|Sharjah Distribution Center|2017-04-19 00:00:00|838,2017-04-19,Sharjah Distribution Center,inventory_change,IQR,-35.0,218.0,3.477777777777778,High
inventory_change|IQR|Ajman Distribution Center|2015-07-27 00:00:00|206,2015-07-27,Ajman Distribution Center,inventory_change,IQR,-79.5,465.0,3.4473684210526314,High
inventory_change|IQR|Abu Dhabi Distribution Center|2015-09-09 00:00:00|250,2015-09-09,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,343.0,3.3919860627177703,High
inventory_change|IQR|Abu Dhabi Distribution Center|2017-03-04 00:00:00|792,2017-03-04,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,342.0,3.3780487804878048,High
inventory_change|IQR|Ajman Distribution Center|2015-04-21 00:00:00|109,2015-04-21,Ajman Distribution Center,inventory_change,IQR,-79.5,457.0,3.363157894736842,High
inventory_change|IQR|Ajman Distribution Center|2017-03-26 00:00:00|814,2017-03-26,Ajman Distribution Center,inventory_change,IQR,-79.5,457.0,3.363157894736842,High
inventory_change|IQR|Ajman Distribution Center|2016-08-04 00:00:00|580,2016-08-04,Ajman Distribution Center,inventory_change,IQR,-79.5,454.0,3.331578947368421,High
inventory_change|IQR|Ajman Distribution Center|2016-11-25 00:00:00|693,2016-11-25,Ajman Distribution Center,inventory_change,IQR,-79.5,454.0,3.331578947368421,High
inventory_change|IQR|Ajman Distribution Center|2016-05-26 00:00:00|510,2016-05-26,Ajman Distribution Center,inventory_change,IQR,-79.5,451.0,3.3,High
inventory_change|IQR|Abu Dhabi Distribution Center|2015-12-23 00:00:00|355,2015-12-23,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,335.0,3.2804878048780486,High
inventory_change|IQR|Abu Dhabi Distribution Center|2017-05-20 00:00:00|869,2017-05-20,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,335.0,3.2804878048780486,High
inventory_change|IQR|Abu Dhabi Distribution Center|2017-12-26 00:00:00|1089,2017-12-26,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,333.0,3.2526132404181185,High
inventory_change|IQR|Ajman Distribution Center|2016-01-05 00:00:00|368,2016-01-05,Ajman Distribution Center,inventory_change,IQR,-79.5,444.0,3.2263157894736842,High
inventory_change|IQR|Abu Dhabi Distribution Center|2016-06-21 00:00:00|536,2016-06-21,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,331.0,3.224738675958188,High
inventory_change|IQR|Abu Dhabi Distribution Center|2015-08-14 00:00:00|224,2015-08-14,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,331.0,3.224738675958188,High
inventory_change|IQR|Ajman Distribution Center|2017-09-25 00:00:00|997,2017-09-25,Ajman Distribution Center,inventory_change,IQR,-79.5,443.0,3.2157894736842105,High
inventory_change|IQR|Ajman Distribution Center|2015-06-10 00:00:00|159,2015-06-10,Ajman Distribution Center,inventory_change,IQR,-79.5,443.0,3.2157894736842105,High
inventory_change|IQR|Abu Dhabi Distribution Center|2017-07-11 00:00:00|921,2017-07-11,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,330.0,3.210801393728223,High
inventory_change|IQR|Ajman Distribution Center|2015-05-18 00:00:00|136,2015-05-18,Ajman Distribution Center,inventory_change,IQR,-79.5,442.0,3.205263157894737,High
inventory_change|IQR|Ajman Distribution Center|2016-06-18 00:00:00|533,2016-06-18,Ajman Distribution Center,inventory_change,IQR,-79.5,442.0,3.205263157894737,High
inventory_change|IQR|Abu Dhabi Distribution Center|2016-03-07 00:00:00|430,2016-03-07,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,329.0,3.196864111498258,High
inventory_change|IQR|Abu Dhabi Distribution Center|2016-04-25 00:00:00|479,2016-04-25,Abu Dhabi Distribution Center,inventory_change,IQR,-52.0,328.0,3.182926829268293,High
